id,group,id_def
H05K2203,H,PRINTED CIRCUITS - Indexing scheme relating to apparatus or processes for manufacturing printed circuits covered by H05K3/00
H05K3,H,PRINTED CIRCUITS - Apparatus or processes for manufacturing printed circuits 
H05K7,H,PRINTED CIRCUITS - Constructional details common to different types of electric apparatus 
Y02B70,Y,"INDEXING SCHEME RELATING TO CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO BUILDINGS, e.g. INCLUDING HOUSING AND APPLIANCES OR RELATED END-USER APPLICATIONS - Technologies for an efficient end-user side electric power management and consumption"
Y02E10,Y,"REDUCTION OF GREENHOUSE GASES [GHG] EMISSION, RELATED TO ENERGY GENERATION, TRANSMISSION OR DISTRIBUTION - Energy generation through renewable energy sources"
Y02E60,Y,"REDUCTION OF GREENHOUSE GASES [GHG] EMISSION, RELATED TO ENERGY GENERATION, TRANSMISSION OR DISTRIBUTION - Enabling technologies or technologies with a potential or indirect contribution to GHG emissions mitigation"
Y02P40,Y,CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS - Technologies relating to the processing of minerals
Y02P70,Y,CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS - Climate change mitigation technologies in the production process for final industrial or consumer products
Y02T10,Y,CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION - Road transport of goods or passengers
Y02T50,Y,CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION - Aeronautics or air transport
Y02T90,Y,CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION - Enabling technologies or technologies with a potential or indirect contribution to GHG emissions mitigation
Y02W30,Y,CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO WASTEWATER TREATMENT OR WASTE MANAGEMENT - Technologies for solid waste management 
Y10S362,Y,TECHNICAL SUBJECTS COVERED BY FORMER USPC CROSS-REFERENCE ART COLLECTIONS [XRACs] AND DIGESTS - Illumination
Y10S428,Y,TECHNICAL SUBJECTS COVERED BY FORMER USPC CROSS-REFERENCE ART COLLECTIONS [XRACs] AND DIGESTS - Stock material or miscellaneous articles
Y10S977,Y,TECHNICAL SUBJECTS COVERED BY FORMER USPC CROSS-REFERENCE ART COLLECTIONS [XRACs] AND DIGESTS - Nanotechnology
Y10T137,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Fluid handling
Y10T156,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Adhesive bonding and miscellaneous chemical manufacture
Y10T225,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Severing by tearing or breaking
Y10T29,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Metal working
Y10T307,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Electrical transmission or interconnection systems
Y10T403,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Joints and connections
Y10T428,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Stock material or miscellaneous articles
Y10T436,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Chemistry: analytical and immunological testing
Y10T442,Y,"TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Fabric [woven, knitted, or nonwoven textile or cloth, etc.]"
Y10T83,Y,TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION - Cutting
